ID,"Zeměpisná délka A","Zeměpisná délka B","Zeměpisná šířka A","Zeměpisná šířka B","Výška A","Výška B","Zisk antény A - DBI","Zisk antény B - DBI","Kmitočet A - MHz","Kmitočet B - MHz","Šířka zabraného pásma A","Šířka zabraného pásma B","Střední výkon A","Střední výkon B",Polarizace,Vzdálenost
3793,13.7511,13.7503,50.4847,50.485,13,10,38,38,74000,74000,500,500,5,5,Horizontální,0.07
3794,14.06,14.0642,50.6244,50.6242,13,9,38,38,74375,74375,500,500,5,5,Vertikální,0.3
3795,15.8842,15.8906,49.2217,49.2264,12,35,49.5,49.5,71375,81375,500,500,3,3,Vertikální,0.7
3796,14.4244,14.3892,50.0386,50.0311,51,15,43.8,43.8,74750,81750,250,250,10,10,Vertikální,2.65
3797,14.4019,14.3436,50.3272,50.3203,55,43,51,51,81250,71250,250,250,13,13,Vertikální,4.21
3798,14.0628,14.0667,49.9656,49.9353,34,20,51,51,72000,82000,250,250,11,11,Vertikální,3.38
3799,14.1986,14.1775,49.9956,49.9725,11,23,51,51,71250,81250,250,250,9,9,Vertikální,2.97
3800,13.5378,13.5653,49.9956,50.0314,14,40,51,51,71250,81250,250,250,15,15,Vertikální,4.44
3801,15.3483,15.2867,50.3783,50.3764,36,33,51,51,71500,81500,250,250,13,13,Vertikální,4.38
3802,15.4478,15.3789,50.4336,50.43,31,16,51,51,81250,71250,250,250,17,17,Vertikální,4.9
3803,15.5331,15.5889,50.4386,50.4283,16,38,51,51,71500,81500,250,250,12,12,Vertikální,4.12
3804,16.6192,16.6061,49.1967,49.1839,41,34,43.8,51,75500,85500,250,250,8,8,Vertikální,1.71
3805,16.6167,16.5858,49.2114,49.2242,24,15,51,43.8,72000,82000,250,250,12,12,Vertikální,2.65
3806,13.5353,13.5164,49.2447,49.2508,52,20,43.8,43.8,71500,81500,250,250,8,8,Vertikální,1.53
3807,16.0342,16.055,50.0403,50.0464,12,4,43,51,74375,74375,500,500,5,5,Vertikální,1.64
3808,15.8119,15.8286,49.6978,49.6819,18,20,51,51,74375,74375,500,500,5,5,Vertikální,2.13
3809,15.8289,15.8417,49.5839,49.5769,15,9,43,43,74375,74375,500,500,5,5,Vertikální,1.2
3810,16.0744,16.0786,49.5644,49.5731,41,15,47,47,71625,81625,1000,1000,14,14,Vertikální,1
3811,16.0742,16.0678,49.5644,49.5589,43,11,43,43,74375,84375,500,500,7,7,Vertikální,0.77
3812,13.7236,13.7361,50.1053,50.1028,0,0,43.5,43.5,81500,71500,250,250,12,12,Horizontální,0.93
3813,14.4581,14.5033,50.1683,50.1514,31,30,50.5,50.5,81500,71500,250,250,17,17,Vertikální,3.74
3814,14.6072,14.5883,49.0172,49.0064,19,30.5,50.5,43.5,71250,81250,250,250,12,12,Vertikální,1.83
3815,17.4411,17.4297,49.0761,49.0808,22,43,43.5,50.5,73500,83500,250,250,10,10,Horizontální,0.98
3816,17.4519,17.4297,49.0722,49.0808,26.5,42,50.5,50.5,71500,81500,250,250,9,9,Vertikální,1.88
3817,14.1589,14.1806,50.4581,50.4383,51,32.1,50.5,50.5,73000,83000,250,250,12,12,Vertikální,2.68
3818,14.6917,14.6839,49.7833,49.7719,28,48,43.5,43.5,85000,75000,250,250,12,12,Vertikální,1.38
3819,16.4133,16.4042,49.6533,49.6581,8,13,43,43,74625,84625,2000,2000,14,14,Vertikální,0.84
3820,14.4397,14.4264,50.1247,50.1011,31,25,51,51,74250,84250,250,250,9,9,Vertikální,2.79
3821,14.6433,14.6564,50.1258,50.1381,30,21,43.8,43.8,72750,82750,250,250,12,12,Vertikální,1.65
3822,14.375,14.3769,50.0989,50.0917,48,21,43.8,43.8,71750,81750,250,250,0,0,Horizontální,0.81
3823,14.2592,14.2631,50.0861,50.0539,28,22,51,51,81750,71750,250,250,13,13,Vertikální,3.59
3824,14.8789,14.835,50.3247,50.2981,24,35,51,51,81750,71750,250,250,10,10,Vertikální,4.3
3825,14.4192,14.4639,49.6608,49.6492,30,22,51,51,81250,71250,250,250,11,11,Vertikální,3.47
3826,14.4639,14.4364,49.6492,49.6536,22,26,51,51,71500,81500,250,250,7,7,Vertikální,2.04
3827,14.9931,15.0033,50.6192,50.6489,34,32,51,51,81250,71250,250,250,5,5,Vertikální,3.38
3828,15.8744,15.9094,50.3481,50.3453,33,28,43.8,51,81500,71500,250,250,10,10,Vertikální,2.5
3829,15.9089,15.9094,50.3581,50.3453,25,28,43.8,43.8,81250,71250,250,250,9,9,Vertikální,1.42
3830,14.4322,14.3958,50.1011,50.0906,45,22,50.8,50.8,83250,73250,250,250,25,25,Vertikální,2.85
3831,14.3958,14.3975,50.0906,50.0881,20,17,39.6,39.6,73250,83250,250,250,19.8,19.8,Vertikální,0.3
3832,14.3975,14.4222,50.0894,50.0881,32,32,50.8,50.8,83250,73250,250,250,25,25,Vertikální,1.77
3833,14.4322,14.4031,50.1011,50.0917,45,16,50.8,50.8,84250,74250,250,250,25,25,Vertikální,2.33
3834,14.4031,14.4233,50.0917,50.0919,16,10,50.8,50.8,73250,83250,250,250,25,25,Vertikální,1.45
3835,14.5486,14.595,50.1028,50.0856,42,18,51,51,72500,82500,250,250,12,12,Vertikální,3.82
3836,13.4964,13.5481,49.8889,49.87,31,41,51,51,81250,71250,250,250,10,10,Vertikální,4.26
3837,15.93,15.9214,50.3786,50.35,37,21,43.8,51,81250,71250,250,250,12,12,Vertikální,3.24
3838,15.9283,15.9858,50.3572,50.3622,18,28,51,51,71250,81250,250,250,11,11,Vertikální,4.12
3839,15.9892,15.9858,50.3306,50.3622,37,28,51,43.8,71500,81500,250,250,13,13,Vertikální,3.53
3840,12.8569,12.8672,49.3625,49.4,34,19,51,51,71500,81500,250,250,12,12,Vertikální,4.23
3841,12.8569,12.8817,49.3625,49.3733,30,36,43.8,51,71250,81250,250,250,5,5,Vertikální,2.16
3842,12.8072,12.7769,49.5311,49.4719,20,40,51,51,81250,71250,250,250,16,16,Vertikální,6.93
3843,15.5706,15.5786,49.61,49.5967,25,9,51,43,74375,74375,500,500,5,5,Vertikální,1.59
3844,16.1133,16.1167,49.4803,49.4753,19,8,38,43,74375,74375,500,500,5,5,Vertikální,0.61
3845,17.0222,17.0286,48.9011,48.9044,10,10,43,43,72875,72875,500,500,5,5,Vertikální,0.6
3846,15.9533,15.9406,49.9989,50.0008,36,9,43,38,74375,74375,500,500,5,5,Vertikální,0.94
3847,16.4817,16.4811,49.7589,49.7564,35,11,43,43,74375,74375,500,500,5,5,Vertikální,0.28
3848,15.1372,15.1647,50.1164,50.1361,35,45,43.8,51,81250,71250,250,250,12,12,Vertikální,2.94
3849,14.8683,14.8975,50.365,50.3783,35,28,51,51,81250,71250,250,250,7,7,Vertikální,2.54
3850,14.3156,14.2572,50.2267,50.1975,48,31,51,51,71750,81750,250,250,17,17,Vertikální,5.27
3851,12.9961,12.9708,49.9406,49.9622,25,44,43.8,51,81250,71250,250,250,10,10,Vertikální,3.01
3852,15.8514,15.8069,50.2936,50.3183,50,38,51,51,71250,81250,250,250,12,12,Vertikální,4.18
3853,17.6714,17.6756,49.2019,49.1842,18,8,49.1,49.1,75000,82000,500,500,2,2,Vertikální,2
3854,17.815,17.8094,49.0386,49.0361,12,17,44,44,71250,85750,250,250,-5,-5,Vertikální,0.49
3855,17.6561,17.6544,49.2017,49.1981,11,9,43,43,74375,74375,500,500,5,5,Vertikální,0.42
3856,14.2075,14.2008,50.7661,50.7689,25,15,43,43,72000,82000,112,112,-2,-2,Křížová,0.56
3857,15.1647,15.2128,50.1361,50.1678,45,27,51,51,71500,81500,250,250,17,17,Vertikální,4.91
3858,14.2914,14.2503,49.7869,49.8014,26,36,51,51,81250,71250,250,250,10,10,Vertikální,3.36
3859,16.055,16.0564,49.9136,49.9058,6,5,38,38,74375,74375,500,500,5,5,Vertikální,0.87
3860,15.0419,15.0317,50.2,50.1867,30,37,43.5,50.5,85000,75000,250,250,17,17,Vertikální,1.65
3861,13.5244,13.5517,49.9042,49.9119,17,5.8,50.5,50.5,81500,71500,250,250,12,12,Vertikální,2.13
3862,18.1919,18.1986,49.8944,49.8989,31,43,43.5,43.5,81500,71500,250,250,15,15,Vertikální,0.69
3863,16.6214,16.6236,50.0067,50.0119,7,6,38,38,74375,74375,500,500,5,5,Vertikální,0.61
3864,16.1219,16.0875,50.3539,50.3531,16,3,45.5,51,71625,81625,1000,1000,6,6,Vertikální,2.45
3865,13.3925,13.3947,49.7414,49.7406,25,22,42,42,74375,74375,500,500,5,5,Vertikální,0.18
3866,13.3925,13.3942,49.7414,49.7369,25,20,45.5,45.5,75125,85125,1000,1000,2,2,Vertikální,0.51
3867,13.3925,13.3953,49.7414,49.7397,25,22,43,43,72875,72875,500,500,0,0,Vertikální,0.27
3868,13.3925,13.3942,49.7414,49.7411,25,20,42,42,74375,74375,500,500,5,5,Vertikální,0.12
3869,13.3925,13.3892,49.7414,49.7386,25,22,42,42,74375,74375,500,500,5,5,Vertikální,0.39
3870,13.3925,13.3911,49.7414,49.7472,25,15,42,42,75375,75375,500,500,5,5,Vertikální,0.66
3871,13.3925,13.3914,49.7414,49.7417,25,15,38,38,71875,71875,500,500,0,0,Vertikální,0.09
3872,13.3925,13.3925,49.7414,49.7383,25,22,45,45,74125,84125,2000,2000,6,6,Vertikální,0.34
3873,13.3892,13.3903,49.7386,49.7369,22,18,43,43,74375,74375,500,500,0,0,Vertikální,0.2
3874,13.3892,13.3911,49.7386,49.7383,22,18,38,38,72875,72875,500,500,5,5,Vertikální,0.14
3875,13.3892,13.3878,49.7386,49.7386,22,18,38,38,74375,74375,500,500,5,5,Vertikální,0.1
3876,13.3925,13.3919,49.7383,49.7375,22,18,38,38,74375,74375,500,500,5,5,Vertikální,0.1
3877,13.4003,13.3969,49.7267,49.725,20,15,43,43,73875,73875,500,500,5,5,Vertikální,0.3
3878,13.3908,13.3836,49.7256,49.7211,20,15,42,42,75375,75375,500,500,5,5,Vertikální,0.72
3879,13.3864,13.3922,49.7319,49.7278,21,9,43,43,71875,71875,500,500,5,5,Vertikální,0.62
3880,13.3864,13.3897,49.7319,49.7303,21,18,43,43,81875,71875,500,500,0,0,Vertikální,0.3
3881,13.3864,13.3883,49.7319,49.7336,21,18,42,42,75375,75375,500,500,5,5,Vertikální,0.23
3882,13.4075,13.4017,49.7297,49.7247,25,24,42,42,73875,73875,500,500,5,5,Vertikální,0.7
3883,13.4075,13.3986,49.7297,49.7336,25,22,43,43,81875,71875,500,500,5,5,Vertikální,0.77
3884,13.4103,13.4075,49.7328,49.7297,22,25,43,43,74375,84375,500,500,7,7,Vertikální,0.39
3885,13.4075,13.4022,49.7242,49.7317,25,25,42,42,74375,74375,500,500,5,5,Vertikální,0.92
3886,13.4075,13.4061,49.7297,49.7303,25,24,43,43,74375,74375,500,500,7,7,Vertikální,0.12
3887,13.4156,13.4172,49.6936,49.6967,6,6,42,42,75375,75375,500,500,5,5,Vertikální,0.36
3888,18.7669,18.7656,49.5758,49.5775,25,15,51,51,72375,82375,500,500,-15,-15,Vertikální,0.21
3889,18.7544,18.7589,49.59,49.5917,12,10,43,43,72375,72375,500,500,5,5,Vertikální,0.37
3890,13.5381,13.545,50.3211,50.3264,60,12,38,38,74375,74375,500,500,1.3,1.9,Vertikální,0.77
3891,16.6364,16.6386,49.4072,49.4144,16,8,38,38,72375,72375,500,500,5,5,Vertikální,0.82
3892,13.4289,13.4156,49.715,49.6936,20,6,50,42,74375,74375,500,500,5,5,Vertikální,2.56
3893,13.4242,13.4075,49.6981,49.7297,18,25,50,50,83000,73000,1250,1250,16,16,Vertikální,3.72
3894,13.4042,13.4058,49.7206,49.7175,10,25,42,42,75375,75375,500,500,5,5,Vertikální,0.36
3895,13.4028,13.4075,49.7203,49.7297,25,25,42,42,74375,74375,500,500,5,5,Vertikální,1.1
3896,13.3986,13.4,49.7336,49.7319,22,22,42,42,74375,74375,500,500,5,5,Vertikální,0.21
3897,13.6336,13.6172,50.5003,50.4858,25,8,38,38,71375,71375,500,500,5,5,Vertikální,1.98
3898,13.4114,13.4114,49.7408,49.7419,30,30,42,42,72875,72875,500,500,3,3,Vertikální,0.12
3899,13.4097,13.4114,49.7489,49.7419,30,30,42,42,74875,74875,500,500,3,3,Vertikální,0.78
3900,13.4097,13.4081,49.7489,49.7503,30,30,42,42,74375,74375,500,500,3,3,Vertikální,0.2
3901,13.4097,13.4111,49.7431,49.7419,30,30,42,42,71875,71875,500,500,3,3,Vertikální,0.16
3902,13.3931,13.3953,49.8147,49.8136,8,26,43,43,75375,75375,500,500,5,5,Vertikální,0.2
3903,14.4158,14.4083,50.0689,50.0767,30,25,50.5,50.5,84125,75125,250,250,-6,-6,Horizontální,1.02
3904,13.4097,13.4117,49.7489,49.7483,30,30,42,42,72875,72875,500,500,3,3,Vertikální,0.15
3905,13.4097,13.4092,49.7489,49.7478,30,30,42,42,74375,74375,500,500,3,3,Vertikální,0.13
3906,13.4136,13.4114,49.7444,49.7419,30,30,42,42,72875,72875,500,500,3,3,Vertikální,0.32
3907,13.4097,13.4069,49.7489,49.7492,30,30,42,42,74375,74375,500,500,3,3,Vertikální,0.2
3908,13.4156,13.4147,49.7586,49.755,13,36,45.5,45.5,84500,84500,1000,1000,2,2,Vertikální,0.41
3909,13.435,13.4333,49.7639,49.7622,10,10,38,38,74375,74375,500,500,5,5,Vertikální,0.22
3910,13.4589,13.4606,49.7542,49.7583,10,11,42,42,74375,74375,500,500,3,3,Vertikální,0.48
3911,13.4494,13.4589,49.7583,49.7542,10,10,42,42,74375,74375,500,500,3,3,Vertikální,0.82
3912,14.4453,14.5003,50.0075,49.9886,48,12,51,51,72500,82500,250,250,13,13,Vertikální,4.46
3913,14.4453,14.4228,50.0075,49.9528,49,38,51,51,73500,83500,250,250,16,16,Vertikální,6.29
3914,14.4489,14.4472,50.1275,50.1294,44,26,43.8,43.8,71250,81250,250,250,2,2,Vertikální,0.25
3915,14.42,14.3589,50.1278,50.1475,74,38,51,51,73750,83750,250,250,17,17,Vertikální,4.88
3916,14.3597,14.3606,50.1017,50.0986,30,26,43.8,43.8,81250,71250,250,250,5,5,Vertikální,0.34
3917,14.5161,14.5711,49.9675,49.9261,16,50,51,51,81250,71250,250,250,16,16,Vertikální,6.05
3918,14.2975,14.3108,50.1675,50.1617,14,18,43.8,43.8,81500,71500,250,250,10,10,Vertikální,1.15
3919,14.2811,14.3108,50.16,50.1617,35,18,51,43.8,81250,71250,250,250,13,13,Vertikální,2.13
3920,15.2689,15.2994,50.1617,50.1842,30,41,51,43.8,71250,81250,250,250,14,14,Vertikální,3.31
3921,15.2942,15.2994,50.2106,50.1842,53,41,51,43.8,71500,81500,250,250,13,13,Vertikální,2.96
3922,15.2064,15.1369,50.2447,50.2611,17,25,51,51,71500,81500,250,250,18,18,Vertikální,5.26
3923,15.2064,15.1475,50.2447,50.2156,17,28,51,51,71250,81250,250,250,18,18,Vertikální,5.3
3924,15.0114,15.0119,50.2811,50.235,42,28,51,51,81250,71250,250,250,18,18,Vertikální,5.12
3925,15.0556,15.0119,50.2017,50.235,29,28,51,51,81500,71500,250,250,16,16,Vertikální,4.83
3926,14.9619,15.0033,50.3608,50.3678,55,15,51,51,71750,81750,250,250,7,7,Vertikální,3.04
3927,14.5906,14.6047,50.3175,50.31,37,38,43.8,43.8,81250,71250,250,250,7,7,Vertikální,1.31
3928,14.4878,14.4181,50.5114,50.5122,30,46,51,51,81500,71500,250,250,17,17,Vertikální,4.93
3929,14.0628,14.1322,49.9656,49.9514,34,15,51,51,72250,82250,250,250,18,18,Vertikální,5.21
3930,13.8731,13.8794,49.8533,49.8614,33,35,43.8,43.8,72250,82250,250,250,8,8,Vertikální,1.01
3931,14.0006,14.0494,49.8303,49.8264,13,31,51,51,81250,71250,250,250,11,11,Vertikální,3.53
3932,14.6942,14.6844,49.4061,49.4056,21,24,43.8,43.8,72000,82000,250,250,4,4,Vertikální,0.71
3933,14.6942,14.6989,49.4061,49.3731,21,24,51,51,72250,82250,250,250,11,11,Vertikální,3.69
3934,13.6536,13.6536,49.0775,49.1383,29,35,51,51,82000,72000,250,250,18,18,Vertikální,6.76
3935,14.6111,14.5631,49.0197,49.01,30,44,43.8,51,81250,71250,250,250,13,13,Vertikální,3.67
3936,13.7886,13.7967,50.6833,50.6658,29,42,51,43.8,75250,85250,250,250,5,5,Vertikální,2.03
3937,13.7786,13.7967,50.6664,50.6658,16,42,43.8,43.8,71500,81500,250,250,5,5,Vertikální,1.27
3938,13.4403,13.4458,50.5058,50.4939,28,31,43.8,43.8,81500,71500,250,250,8,8,Vertikální,1.38
3939,14.1108,14.1592,50.4586,50.4581,21,40,51,51,81250,71250,250,250,8,8,Vertikální,3.42
3940,14.0564,14.1583,50.4072,50.3681,55,47,51,51,81750,71750,250,250,17,17,Vertikální,8.44
3941,14.37,14.3942,50.6183,50.6117,28,40,43.8,43.8,81250,71250,250,250,10,10,Vertikální,1.86
3942,15.2594,15.3314,50.7142,50.7067,27,34,51,51,71500,81500,250,250,18,18,Vertikální,5.13
3943,15.3314,15.31,50.7067,50.7178,33,30,51,43.8,81750,71750,250,250,9,9,Vertikální,1.95
3944,15.6561,15.6261,50.1606,50.1381,48,43,43.8,51,71250,81250,250,250,12,12,Vertikální,3.29
3945,16.0039,15.9911,50.2422,50.2678,32,27,43.8,51,71500,81500,250,250,11,11,Vertikální,2.98
3946,15.4081,15.3733,50.2631,50.2775,31,46,51,43.8,71250,81250,250,250,13,13,Vertikální,2.94
3947,15.3639,15.3489,50.4389,50.4442,43,13,43.8,43.8,71500,81500,250,250,9,9,Vertikální,1.21
3948,15.2083,15.1992,50.4069,50.4281,34,31,51,43.8,81250,71250,250,250,11,11,Vertikální,2.43
3949,15.9031,15.93,50.3958,50.3786,34,37,43.8,51,71500,81500,250,250,11,11,Vertikální,2.7
3950,16.1764,16.1647,50.4219,50.4158,20,25,43.8,43.8,71250,81250,250,250,8,8,Vertikální,1.07
3951,15.3014,15.335,50.6117,50.6058,40,24,51,43.8,81250,71250,250,250,11,11,Vertikální,2.46
3952,15.2225,15.1583,50.5836,50.5803,46,28,51,51,82000,72000,250,250,14,14,Vertikální,4.55
3953,15.2225,15.2286,50.5836,50.5953,46,20,43.8,43.8,81500,71500,250,250,10,10,Vertikální,1.37
3954,16.6567,16.6794,49.2047,49.1708,42,15,51,51,72000,82000,250,250,13,13,Vertikální,4.11
3955,16.5758,16.5772,49.2514,49.2242,39,71,51,51,83750,73750,250,250,10,10,Vertikální,3.03
3956,13.3731,13.3767,49.7758,49.7731,42,29,43.8,43.8,81500,71500,250,250,0,0,Vertikální,0.4
3957,13.3328,13.2689,49.7428,49.7392,46,30,51,51,72500,82500,250,250,10,10,Vertikální,4.61
3958,13.4008,13.3464,49.6692,49.6797,16,36,51,51,71250,81250,250,250,8,8,Vertikální,4.09
3959,12.7928,12.7286,50.2114,50.1983,25,35,51,51,72750,82750,250,250,12,12,Vertikální,4.79
3960,13.2922,13.3161,49.3886,49.3778,42,35,43.8,43.8,71750,81750,250,250,12,12,Vertikální,2.11
3961,13.4003,13.4017,49.7267,49.7247,20,12,43,43,74375,74375,500,500,5,5,Vertikální,0.24
3962,13.3947,13.4075,49.7306,49.7297,20,35,43,43,71750,81750,1250,1250,16,16,Vertikální,0.92
3963,13.3864,13.3558,49.7319,49.7606,21,28,50,50,72500,82500,1400,1400,20,20,Vertikální,3.86
3964,13.4242,13.3942,49.6981,49.6944,18,6,52,45,84500,74500,500,1000,6,6,Vertikální,2.19
3965,13.4103,13.405,49.7328,49.7358,8,8,42,42,74375,74375,500,500,5,5,Vertikální,0.51
3966,14.4158,14.4,50.1794,50.1597,38,47,51,43.8,71500,81500,250,250,13,13,Vertikální,2.46
3967,14.4158,14.3511,50.1794,50.1783,34,27,51,51,71250,81250,250,250,15,15,Vertikální,4.61
3968,13.2372,13.1964,49.7278,49.7125,18,24,43.8,51,71250,81250,250,250,12,12,Vertikální,3.39
3969,16.6192,16.5975,49.1967,49.1558,44,11,51,51,74250,84250,250,250,15,15,Vertikální,4.8
3970,13.3978,13.3475,49.8014,49.7697,26,44,51,51,83000,73000,250,250,10,10,Vertikální,5.04
3971,12.6383,12.71,49.935,49.9522,44,37,51,51,81500,71500,250,250,12,12,Vertikální,5.47
3972,15.0533,15.0944,49.7258,49.7317,9,6,51,51,74500,84500,1000,1000,8,8,Horizontální,3.03
3973,14.0756,14.0467,50.1397,50.1197,60,10,50,45,82250,72250,750,750,-48.9,-36.2,Vertikální,3.03
3974,18.5561,18.5556,49.8636,49.8583,40,30,38,38,72375,72375,500,500,0,0,Vertikální,0.59
3975,18.5581,18.5639,49.8508,49.8536,36,20,38,38,71875,71875,500,500,0,0,Vertikální,0.52
3976,18.5611,18.5597,49.8481,49.8489,32,20,38,38,73875,73875,500,500,-5,-5,Vertikální,0.14
3977,18.5442,18.5489,49.8644,49.8719,40,10,38,38,75375,75375,500,500,1,1,Vertikální,0.9
3978,18.5442,18.5389,49.8644,49.8619,40,25,38,38,74375,74375,500,500,0,0,Vertikální,0.47
3979,15.1369,15.0828,50.2611,50.2536,25,46,51,51,81750,71750,250,250,12,12,Vertikální,3.94
3980,14.8178,14.8611,50.2186,50.2308,32,28,51,43.8,81500,71500,250,250,13,13,Vertikální,3.37
3981,15.0469,15.0167,50.4958,50.4739,32,30,51,51,81250,71250,250,250,8,8,Vertikální,3.25
3982,14.8611,14.8083,50.2308,50.2122,28,31,51,51,71250,81250,250,250,13,13,Vertikální,4.29
3983,13.6739,13.6431,50.1456,50.1544,42,21,51,51,81250,71250,250,250,9,9,Vertikální,2.41
3984,13.5683,13.6431,50.16,50.1544,26,22,51,51,81500,71500,250,250,17,17,Vertikální,5.36
3985,13.5683,13.5703,50.16,50.1164,26,38,51,51,71250,81250,250,250,17,17,Vertikální,4.85
3986,13.9961,14.0286,49.0231,49.0319,31,25,51,51,71750,81750,250,250,10,10,Vertikální,2.57
3987,13.6897,13.6536,49.0864,49.1383,24,35,51,51,81750,71750,250,250,18,18,Vertikální,6.34
3988,14.3483,14.3103,50.7767,50.7814,34,36,51,51,72000,82000,250,250,5,5,Vertikální,2.73
3989,15.4644,15.4406,50.2783,50.3242,32,32,51,51,71250,81250,250,250,18,18,Vertikální,5.37
3990,15.1983,15.1833,50.4658,50.4889,33,41,43.8,51,71250,81250,250,250,12,12,Vertikální,2.77
3991,15.1983,15.2439,50.4658,50.4611,33,36,43.8,51,71500,81500,250,250,13,13,Vertikální,3.27
3992,15.4125,15.4406,50.3414,50.3242,32,32,51,43.8,71500,81500,250,250,12,12,Vertikální,2.76
3993,15.9031,15.8983,50.3958,50.4256,34,33,43.8,43.8,71250,81250,250,250,16,16,Vertikální,3.32
3994,16.6231,16.5772,49.2142,49.2242,19,72,51,43.8,81250,71250,250,250,15,15,Horizontální,3.51
3995,13.4636,13.4661,49.6703,49.6514,26,36,43.8,43.8,71250,81250,250,250,12,12,Vertikální,2.11
3996,13.6675,13.7322,49.5614,49.59,41,44,51,51,81250,71250,250,250,15,15,Vertikální,5.65
3997,13.0394,13.0756,49.3867,49.3953,77,31,43.8,51,71250,81250,250,250,10,10,Vertikální,2.78
3998,15.2572,15.2697,50.6417,50.6364,35,12,51,51,74500,84500,1000,1000,2,2,Horizontální,1.06
3999,14.655,14.6219,50.005,50.0081,41,34,43.8,51,72750,82750,250,250,10,10,Vertikální,2.39
4000,13.7642,13.7108,49.4611,49.465,42,29,51,43.8,81250,71250,250,250,12,12,Vertikální,3.88
4001,13.8114,13.8425,50.3497,50.3614,39,14,51,43.8,71750,81750,250,250,13,13,Vertikální,2.56
4002,16.0919,16.0736,50.4714,50.4739,60,17,43.8,43.8,71250,81250,250,250,10,10,Vertikální,1.33
4003,16.5544,16.5222,49.1783,49.1753,44,14,51,51,72500,82500,250,250,7,7,Vertikální,2.37
4004,13.8167,13.8169,50.3556,50.3564,25,15,38,38,72875,72875,500,500,-16.7,-17,Vertikální,0.09
4005,15.1053,15.1136,50.56,50.5417,21,41,43.8,51,71250,81250,250,250,10,10,Vertikální,2.12
4006,14.5394,14.4931,50.5406,50.5597,22,15,51,51,71250,81250,250,250,10,10,Vertikální,3.91
4007,13.7319,13.7553,50.11,50.1103,27,47,43.8,51,71250,81250,250,250,10,10,Vertikální,1.66
4008,13.7761,13.7169,50.1728,50.18,19,38,43.8,51,71250,81250,250,250,17,17,Vertikální,4.29
4009,13.4822,13.4956,50.1033,50.1322,39,50,51,51,71250,82150,250,250,17,17,Vertikální,3.35
4010,14.1492,14.1708,49.75,49.7806,26,36,51,51,81500,71500,250,250,12,12,Vertikální,3.74
4011,13.3275,13.2672,50.3769,50.3792,40,25,51,51,81250,71250,250,250,12,12,Vertikální,4.28
4012,15.7469,15.7494,50.03,50.0203,35,10,43.8,43.8,71250,81250,250,250,9,9,Vertikální,1.1
4013,15.2225,15.2281,50.5836,50.5592,48,43,43.8,51,81750,71750,250,250,12,12,Vertikální,2.74
4014,12.7122,12.7164,49.5872,49.6208,18,29,51,51,71250,81250,250,250,8,8,Vertikální,3.75
4015,12.7928,12.7744,50.2114,50.2092,35,36,43.8,43.8,71750,81750,250,250,5,5,Vertikální,1.33
4016,12.7928,12.7419,50.2114,50.2431,20,33,51,51,71500,81500,250,250,10,10,Vertikální,5.05
4017,13.8086,13.8103,50.3514,50.3578,10,20,38,38,74375,74375,500,500,-8,-4.7,Vertikální,0.72
4018,15.2953,15.3172,50.7389,50.7308,30,8,51,51,74500,84500,1250,1250,6,0,Vertikální,1.79
4019,14.8489,14.8392,50.1964,50.2022,51,22,50.5,43.5,73500,83500,250,250,12,12,Vertikální,0.95
4020,17.6994,17.6817,49.225,49.2322,31,41,50.5,43.5,81500,71500,250,250,12,12,Horizontální,1.52
4021,18.2764,18.2767,49.8489,49.855,54,12,43,43,74375,74375,500,500,5,5,Vertikální,0.68
4022,13.5447,13.55,50.3169,50.3217,27,19,38,38,74375,74375,500,500,-8.9,-7.4,Vertikální,0.64
4023,14.1772,14.2092,49.9236,49.9197,26,14,43.8,43.8,71250,81250,250,250,15,15,Vertikální,2.33
4024,13.4533,13.4956,50.1267,50.1322,46,50,51,51,71500,81500,250,250,13,13,Vertikální,3.07
4025,14.0511,14.0689,49.6269,49.5989,35,32,51,51,71250,81250,250,250,13,13,Vertikální,3.37
4026,13.9567,14.0317,48.785,48.7667,42,16,51,51,81250,71250,250,250,18,18,Vertikální,5.86
4027,14.8917,14.8731,48.8489,48.8961,38,39,51,51,81500,71500,250,250,18,18,Vertikální,5.42
4028,14.3483,14.3206,50.7767,50.7361,33,36,51,51,71250,81250,250,250,17,17,Vertikální,4.91
4029,13.5722,13.6022,50.5222,50.5617,95,38,51,51,81250,71250,250,250,15,15,Vertikální,4.87
4030,14.3206,14.3256,50.7361,50.7294,35,18,43.8,43.8,81500,71500,250,250,3,3,Vertikální,0.82
4031,16.2511,16.2814,50.6222,50.6611,31,22,51,51,71250,81250,250,250,17,17,Vertikální,4.82
4032,16.1392,16.1542,50.3564,50.3392,11,27,43.8,51,81500,71500,250,250,8,8,Vertikální,2.19
4033,16.1392,16.0856,50.3564,50.3283,11,35,51,51,81250,71250,250,250,17,17,Vertikální,4.92
4034,13.7008,13.7075,49.3286,49.3197,15,50,43.8,43.8,71250,81250,250,250,10,10,Vertikální,1.1
4035,17.5269,17.5269,48.9883,48.9858,10,10,44,44,75500,81250,250,250,-6,-6,Vertikální,0.28
4036,15.9808,15.9797,50.0686,50.0653,15,7,38,38,74375,74375,500,500,5,5,Vertikální,0.38
4037,13.9047,13.8803,50.1483,50.1575,30,32,51,51,71250,81250,250,250,7,7,Vertikální,2.02
4038,13.9047,13.9067,50.1483,50.1358,30,74,43.8,43.8,71500,81500,250,250,13,13,Vertikální,1.4
