ID,"Zeměpisná délka A","Zeměpisná délka B","Zeměpisná šířka A","Zeměpisná šířka B","Výška A","Výška B","Zisk antény A - DBI","Zisk antény B - DBI","Kmitočet A - MHz","Kmitočet B - MHz","Šířka zabraného pásma A","Šířka zabraného pásma B","Střední výkon A","Střední výkon B",Polarizace,Vzdálenost
252,14.0742,14.0947,50.2286,50.2292,15,24,51,51,82000,72000,1250,1250,5,5,Horizontální,1.46
253,14.5242,14.5383,50.1033,50.105,38,39,43.8,43.8,71250,81250,250,250,14,14,Vertikální,1.03
254,14.44,14.4361,50.0536,50.0572,7,7,43,43,74375,74375,500,500,5,5,Vertikální,0.49
255,14.4361,14.4311,50.0572,50.0614,7,7,43,43,74875,74875,500,500,5,5,Vertikální,0.58
256,14.3583,14.3536,50.0833,50.0817,15,10,43,43,73875,73875,500,500,5,5,Vertikální,0.38
257,14.3536,14.3453,50.0817,50.0792,10,8,43,43,74375,74375,500,500,5,5,Vertikální,0.66
258,14.3617,14.3586,50.0694,50.0694,8,8,43,43,74375,74375,500,500,5,5,Vertikální,0.22
259,14.31,14.3189,50.0619,50.065,16,8,43,43,74375,74375,500,500,5,5,Vertikální,0.72
260,14.0658,14.0661,50.2311,50.2317,24,20,38,38,74375,74375,500,500,-10,-10,Vertikální,0.06
261,14.4725,14.4786,48.9817,48.9853,52,21,47,47,84500,74500,1250,1250,5,5,Horizontální,0.6
262,14.4392,14.4367,50.05,50.0531,116,36,43,43,72125,82125,2000,2000,5,5,Vertikální,0.38
263,13.3558,13.3533,49.7764,49.7736,30,18,43,43,74375,84375,500,500,5,5,Vertikální,0.36
264,15.2022,15.2017,50.0169,50.0222,35,15,42,42,75375,75375,500,500,5,5,Vertikální,0.59
265,14.0303,14.0528,50.6767,50.6747,44,25,50,50,73875,73875,500,500,5,5,Vertikální,1.6
266,14.06,14.0642,50.6244,50.6242,8,9,43,43,74375,74375,500,500,5,5,Vertikální,0.3
267,13.3767,13.3758,49.7261,49.7208,30,30,43,43,74375,74375,500,500,5,5,Vertikální,0.59
268,13.4969,13.4911,49.7853,49.7822,9,15,43,43,74375,74375,500,500,5,5,Vertikální,0.54
269,14.1972,14.1686,50.7506,50.7675,15,9,50,43,74875,74875,500,500,5,5,Vertikální,2.76
270,14.4289,14.4192,50.0753,50.0786,32,29,43.8,43.8,71250,81250,250,250,13,13,Vertikální,0.79
271,14.9111,14.9108,50.4128,50.4175,30,27,43.8,43.8,71500,81500,250,250,10,10,Vertikální,0.53
272,13.3928,13.3878,49.7461,49.7411,25,17,43.8,43.8,81250,71250,250,250,14,14,Vertikální,0.66
273,14.2081,14.2106,48.8561,48.8528,25,4,42,42,74375,74375,500,500,5,5,Vertikální,0.41
274,15.7169,15.7056,50.2458,50.2392,16,20,42,42,72875,72875,500,500,4,4,Vertikální,1.1
275,17.9039,17.8942,49.9217,49.9306,30,55,42,42,74375,74375,500,500,5,5,Vertikální,1.21
276,16.5836,16.5561,49.2161,49.2089,42,29,50,50,75000,85000,1250,1250,22,22,Křížová,2.15
277,14.4192,14.4247,50.0767,50.0831,31,34,43.8,43.8,71750,81750,250,250,13,13,Vertikální,0.81
278,14.4842,14.4692,50.1253,50.1258,46,20,43.8,43.8,72000,82000,250,250,15,15,Vertikální,1.07
279,18.5611,18.5317,49.8669,49.8658,43,39,43.8,51,71500,81500,250,250,17,17,Vertikální,2.11
280,18.5611,18.5631,49.8669,49.8589,37,30,43.8,43.8,71750,81750,250,250,14,14,Vertikální,0.91
281,18.5611,18.54,49.8669,49.8572,43,30,43.8,51,72000,82000,250,250,14,14,Vertikální,1.86
282,18.5611,18.5533,49.8669,49.8589,38,30,43.8,43.8,72250,82250,250,250,15,15,Vertikální,1.05
283,18.5611,18.5544,49.8669,49.8669,37,33,43.8,43.8,72500,82500,250,250,8,8,Vertikální,0.48
284,16.6503,16.6369,49.3744,49.3578,40,30,43,43,73875,73875,500,500,5,5,Vertikální,2.09
285,13.7678,13.7406,49.8217,49.82,7,11,43,43,75375,75375,500,500,5,5,Vertikální,1.96
286,15.8494,15.8472,50.0667,50.0678,7,7,42,42,74000,74000,500,500,5,5,Horizontální,0.2
287,15.8494,15.8419,50.0667,50.0658,7,8.5,42,42,71875,71875,500,500,5,5,Horizontální,0.54
288,18.2769,18.2869,49.8283,49.8283,28,48,42,42,71875,71875,500,500,5,5,Vertikální,0.72
289,14.6669,14.6742,49.4128,49.4119,24,18,42,42,72875,72875,500,500,5,5,Vertikální,0.53
290,14.4394,14.42,50.1103,50.1278,23,74,51,51,82000,72000,250,250,17,17,Vertikální,2.39
291,14.4214,14.42,50.1267,50.1278,41,72,43.8,43.8,81500,71500,250,250,0,0,Vertikální,0.16
292,14.43,14.42,50.1419,50.1278,21,74,43.8,43.8,81250,71250,250,250,17,17,Vertikální,1.73
293,14.3383,14.3447,50.0953,50.0978,36,9,43.8,43.8,71500,81500,250,250,5,5,Vertikální,0.53
294,15.83,15.8244,50.1992,50.1953,34,51,43.8,43.8,81500,71500,250,250,5,5,Vertikální,0.59
295,15.8497,15.8628,50.1956,50.1758,32,39,43.8,51,72000,82000,250,250,14,14,Vertikální,2.38
296,15.8197,15.8383,50.2042,50.1997,45,43,43,43,74375,74375,500,500,3,3,Vertikální,1.41
297,15.8464,15.8514,50.2031,50.2169,42,35,42,43,72375,72375,500,500,3,3,Vertikální,1.58
298,14.1686,14.2283,50.7675,50.7686,9,9,43,50,73875,73875,500,500,5,5,Vertikální,4.2
299,14.4331,14.4403,50.075,50.0739,30,30,43.8,43.8,71750,81750,250,250,10,10,Vertikální,0.53
300,14.4331,14.4361,50.075,50.0731,28,24,43.8,43.8,72000,82000,250,250,5,5,Vertikální,0.31
301,14.4192,14.4206,50.0767,50.0789,31,33,43.8,43.8,72250,82250,250,250,4,4,Vertikální,0.27
302,14.3669,14.3875,50.03,50.0314,40,30,43.8,43.8,71250,81250,250,250,17,17,Vertikální,1.48
303,14.3669,14.3783,50.03,50.0294,40,26,43.8,43.8,71500,81500,250,250,10,10,Vertikální,0.82
304,14.4867,14.4569,50.1078,50.1222,36,19,51,51,81250,71250,250,250,12,12,Vertikální,2.66
305,14.4397,14.4453,50.1247,50.1203,33,19,43.8,43.8,71250,81250,250,250,10,10,Vertikální,0.63
306,14.4072,14.3944,50.1292,50.1306,30,26,43.8,43.8,72000,82000,250,250,10,10,Vertikální,0.92
307,14.9111,14.9036,50.4128,50.4153,32,29,43.8,43.8,71250,81250,250,250,10,10,Vertikální,0.6
308,15.795,15.8244,50.205,50.1953,19,61,43.8,51,81250,71250,250,250,14,14,Vertikální,2.36
309,15.8397,15.8497,50.1981,50.1956,45,32,43.8,43.8,81250,71250,250,250,10,10,Vertikální,0.76
310,14.1972,14.1917,50.7506,50.7633,15,25,43,43,73375,73375,500,500,5,5,Vertikální,1.47
311,14.5356,14.4961,50.0661,50.0569,35,73,51,51,82125,72125,1000,1000,19,19,Vertikální,2.99
312,15.7672,15.7597,50.035,50.0375,48,45,51,51,84625,74625,1000,1000,10,10,Horizontální,0.6
313,14.4275,14.4133,50.0228,50.025,46,18,43,43,72375,72375,500,500,5,5,Vertikální,1.04
314,14.56,14.5572,50.9531,50.9528,60,27,42,42,72000,72000,500,500,3,3,Vertikální,0.2
315,14.6167,14.5572,50.9081,50.9528,42,42,50,50,74375,74375,500,500,3,3,Vertikální,6.49
316,16.9175,16.9236,49.7742,49.775,20,15,50,50,73500,83500,1250,1250,-12,-12,Horizontální,0.45
317,16.9231,16.9261,49.7781,49.7797,26,32,52,52,74500,84500,1250,1250,-18,-18,Horizontální,0.29
318,16.8781,16.8519,49.9794,49.9622,18,6,52,52,72000,82000,1250,1250,-8,-8,Horizontální,2.67
319,16.8667,16.8519,49.9697,49.9622,12,9,52,52,74500,84500,1250,1250,-10,-10,Vertikální,1.34
320,14.0456,14.0433,50.6531,50.6325,23,6,43,43,81250,71250,250,250,18,18,Vertikální,2.29
321,14.06,14.0675,50.6244,50.6267,9,7,43,43,74375,74375,500,500,5,5,Vertikální,0.58
322,14.0675,14.0689,50.6267,50.6222,7,6,43,43,74375,74375,500,500,5,5,Vertikální,0.5
323,15.2375,15.2297,49.4344,49.4308,16,19,42,42,71375,71375,500,500,5,5,Vertikální,0.69
324,15.2111,15.2297,49.4372,49.4308,35,19,42,42,75000,75000,500,500,5,5,Vertikální,1.52
325,15.2083,15.2111,49.4383,49.4372,33,27,42,42,71875,71875,500,500,5,5,Vertikální,0.24
326,14.4275,14.4264,50.0894,50.0894,38,29,43.8,43.8,71500,81500,250,250,-5,-5,Vertikální,0.08
327,14.4275,14.4256,50.0894,50.0906,39,29,43.8,43.8,71250,81250,250,250,3,3,Vertikální,0.19
328,14.5992,14.6136,50.1122,50.1022,44,17,43.8,43.8,71500,81500,250,250,17,17,Vertikální,1.52
329,14.5486,14.5606,50.1028,50.1056,41,29,43.8,43.8,71250,81250,250,250,10,10,Vertikální,0.91
330,14.5486,14.5583,50.1028,50.11,43,22,43.8,43.8,71500,81500,250,250,13,13,Vertikální,1.06
331,14.5097,14.4856,50.1389,50.145,42,18,43.8,43.8,71500,81500,250,250,17,17,Vertikální,1.85
332,14.38,14.3672,50.0858,50.0844,38,27,43.8,43.8,71250,81250,250,250,10,10,Vertikální,0.92
333,14.3497,14.3892,50.0892,50.0822,37,22,51,51,71250,81250,250,250,14,14,Vertikální,2.92
334,14.3497,14.3439,50.0892,50.0875,36,26,43.8,43.8,71500,81500,250,250,5,5,Vertikální,0.46
335,14.315,14.3214,50.0522,50.0467,34,41,43.8,43.8,72000,82000,250,250,12,12,Vertikální,0.77
336,14.3686,14.3594,50.0697,50.0658,28,15,43.8,43.8,71750,81750,250,250,12,12,Vertikální,0.78
337,14.3686,14.38,50.0697,50.0697,28,27,43.8,43.8,71750,81750,250,250,12,12,Vertikální,0.81
338,14.3303,14.3522,50.045,50.0503,38,70,43.8,43.8,81250,71250,250,250,17,17,Vertikální,1.67
339,14.3408,14.3522,50.0389,50.0503,29,72,43.8,43.8,81500,71500,250,250,17,17,Vertikální,1.5
340,14.3847,14.3758,50.0797,50.08,39,38,43.8,43.8,81500,71500,250,250,7,7,Vertikální,0.64
341,14.3758,14.3875,50.08,50.0881,37,23,43.8,43.8,71750,81750,250,250,13,13,Vertikální,1.22
342,14.3839,14.3522,50.0619,50.0503,20,72,51,43.8,82250,72250,250,250,17,17,Vertikální,2.61
343,14.3522,14.3364,50.0503,50.0383,71,32,43.8,43.8,72750,82750,250,250,17,17,Vertikální,1.74
344,14.3522,14.3244,50.0503,50.0558,70,16,43.8,43.8,73250,83250,250,250,17,17,Vertikální,2.08
345,15.8047,15.8244,50.2072,50.1953,24,42,43.8,43.8,82000,72000,250,250,17,17,Vertikální,1.93
346,15.4911,15.5042,50.2483,50.2681,53,66,51,43.8,71250,81250,250,250,15,15,Vertikální,2.38
347,15.8244,15.7983,50.1953,50.1858,42,33,43.8,43.8,72500,82500,250,250,17,17,Vertikální,2.13
348,15.8244,15.8019,50.1953,50.1803,61,13,43.8,51,73000,83000,250,250,16,16,Vertikální,2.31
349,17.2319,17.2475,49.5894,49.5931,43,25,43.8,43.8,71250,81250,250,250,15,15,Vertikální,1.19
350,18.5611,18.5519,49.8669,49.8533,37,38,43.8,51,71250,81250,250,250,14,14,Vertikální,1.65
351,16.5836,16.5561,49.2161,49.2089,42,29,50,50,75000,85000,1250,1250,22,22,Křížová,2.15
352,16.0419,16.0447,48.8642,48.8708,35,15,42,42,74875,74875,500,500,5,5,Vertikální,0.77
353,16.6117,16.6186,49.9122,49.9133,32,28,42,42,71375,71375,500,500,3,3,Vertikální,0.51
354,16.8831,16.8519,49.9514,49.9622,16,15,52,52,72000,82000,1250,1250,-5,-5,Horizontální,2.53
355,15.3411,15.3361,49.6503,49.6506,10,6,43,43,74375,74375,500,500,3,3,Vertikální,0.36
356,15.4156,15.4,49.6703,49.6675,20,20,43,43,74375,74375,500,500,3,3,Vertikální,1.16
357,15.4703,15.4681,49.9239,49.9189,30,15,43,43,74375,74375,500,500,3,3,Vertikální,0.58
358,14.5194,14.5203,50.2514,50.2572,45,45,38,38,71875,81875,500,500,3,3,Vertikální,0.65
359,14.4942,14.4914,50.3539,50.3533,40,10,38,38,72375,82375,250,250,3,3,Vertikální,0.21
360,14.0392,14.0367,50.1892,50.1889,15,25,42,42,74375,74375,500,500,0,0,Vertikální,0.18
361,14.0725,14.07,50.2281,50.2281,30,15,42,42,74375,74375,500,500,0,0,Vertikální,0.18
362,14.0825,14.0747,50.2283,50.2219,35,10,42,42,74375,74375,500,500,5,5,Vertikální,0.9
363,14.0881,14.0878,50.2847,50.2914,15,10,42,42,74375,74375,500,500,5,5,Vertikální,0.74
364,12.6456,12.6269,50.1839,50.1861,35,6,50,50,75000,85000,1250,1250,20,20,Křížová,1.35
365,17.1289,17.1286,48.8478,48.8436,30,10,43,43,71875,71875,500,500,5,5,Vertikální,0.46
366,17.1214,17.1158,48.8683,48.8722,20,15,43,43,74375,74375,500,500,5,5,Vertikální,0.59
367,17.3436,17.3483,48.8556,48.8572,10,8,43,43,74375,74375,500,500,5,5,Vertikální,0.39
368,17.0222,17.0231,48.9011,48.9058,10,15,43,43,74375,74375,500,500,5,5,Vertikální,0.53
369,17.0897,17.0967,48.9183,48.9175,15,15,45,45,74375,84375,250,250,9,9,Vertikální,0.52
370,17.3161,17.3069,48.9006,48.8983,25,20,43,43,74375,74375,500,500,5,5,Vertikální,0.71
371,17.3161,17.3239,48.9006,48.9022,25,15,43,43,75375,75375,500,500,5,5,Vertikální,0.6
372,17.0239,17.0125,48.8597,48.8397,9,9,45,45,71250,81250,250,250,9,9,Vertikální,2.37
373,14.4025,14.4039,50.0686,50.0719,28,31,43.8,43.8,71500,81500,250,250,5,5,Vertikální,0.38
374,14.3669,14.3772,50.03,50.0356,40,29,43.8,43.8,71750,81750,250,250,14,14,Vertikální,0.96
375,14.4244,14.3914,50.0386,50.0306,52,24,43.8,51,72000,82000,250,250,17,17,Vertikální,2.53
376,14.4942,14.4903,50.0906,50.0922,38,17,43.8,43.8,71250,81250,250,250,4,4,Vertikální,0.33
377,14.5992,14.6239,50.1122,50.1203,44,27,43.8,43.8,71750,81750,250,250,17,17,Vertikální,1.98
378,14.5992,14.6111,50.1122,50.1114,42,34,43.8,43.8,71250,81250,250,250,10,10,Vertikální,0.86
379,14.4867,14.4864,50.1078,50.1044,39,28,43.8,43.8,71750,81750,250,250,17,17,Vertikální,0.37
380,14.4486,14.4397,50.1031,50.1247,29,29,51,51,82500,72500,250,250,10,10,Vertikální,2.49
381,14.4553,14.4397,50.1033,50.1247,30,29,51,51,82250,72250,250,250,17,17,Vertikální,2.62
382,14.4361,14.4472,50.1,50.0997,24,13,43.8,43.8,81250,71250,250,250,10,10,Vertikální,0.79
383,14.4333,14.4397,50.0989,50.1247,26,31,51,51,82000,72000,250,250,17,17,Vertikální,2.91
384,14.4397,14.4244,50.1247,50.1022,29,26,51,51,73500,83500,250,250,13,13,Vertikální,2.73
385,14.4397,14.4558,50.1247,50.1253,34,30,43.8,43.8,71500,81500,250,250,12,12,Vertikální,1.15
386,14.5242,14.5506,50.1033,50.1067,39,25,43.8,43.8,71500,81500,250,250,17,17,Vertikální,1.92
387,14.4072,14.3775,50.1292,50.1133,29,18,51,43.8,71750,81750,250,250,17,17,Vertikální,2.75
388,14.42,14.4256,50.1278,50.1264,74,28,43.8,43.8,71750,81750,250,250,5,5,Vertikální,0.43
389,14.315,14.3106,50.0522,50.0628,36,23,43.8,43.8,71250,81250,250,250,17,17,Vertikální,1.22
390,14.315,14.3097,50.0522,50.0475,34,29,43.8,43.8,71250,81250,250,250,10,10,Vertikální,0.65
391,14.315,14.3114,50.0522,50.0544,31,19,43.8,43.8,71500,81500,250,250,5,5,Vertikální,0.36
392,14.3464,14.3594,50.0839,50.0811,37,16,43.8,43.8,71250,81250,250,250,10,10,Vertikální,0.98
393,14.3686,14.3297,50.0697,50.0683,0,0,51,51,71250,81250,250,250,15,15,Vertikální,2.78
394,14.3686,14.3728,50.0697,50.0681,28,27,43.8,43.8,71500,81500,250,250,5,5,Vertikální,0.35
395,14.2975,14.2631,50.0528,50.0539,12,36,43.8,51,81500,71500,250,250,17,17,Vertikální,2.46
396,15.8244,15.8336,50.1953,50.2061,42,24,43.8,43.8,72250,82250,250,250,13,13,Vertikální,1.37
397,15.8144,15.7864,50.2217,50.2236,34,31,51,51,72000,82000,250,250,10,10,Vertikální,2.01
398,15.8144,15.805,50.2217,50.2156,34,52,43.8,43.8,71750,81750,250,250,15,15,Vertikální,0.96
399,15.8497,15.8786,50.1956,50.2064,32,11,43.8,51,71750,81750,250,250,14,14,Vertikální,2.38
400,13.6214,13.6244,49.7789,49.7742,12,20,45,45,82000,72000,250,250,8,8,Vertikální,0.57
401,14.065,14.0817,50.6675,50.67,26,12,43,43,74375,74375,500,500,5,5,Vertikální,1.21
402,14.5444,14.5358,50.0731,50.0664,17,46,43.8,43.8,81250,71250,250,250,14,14,Vertikální,0.96
403,14.4072,14.3911,50.1292,50.1042,30,28,51,51,72500,82500,250,250,17,17,Vertikální,3.01
404,14.3411,14.3758,50.0725,50.08,32,39,51,43.8,81250,71250,250,250,17,17,Vertikální,2.61
405,15.8486,15.8803,50.2156,50.2181,44,19,51,43.8,71750,81750,250,250,15,15,Vertikální,2.27
406,15.8486,15.8419,50.2156,50.2292,45,29,43.8,43.8,71500,81500,250,250,17,17,Vertikální,1.59
407,15.8486,15.8731,50.2156,50.2228,45,18,43.8,51,71250,81250,250,250,13,13,Vertikální,1.92
408,15.8486,15.8542,50.2156,50.2206,44,29,43.8,43.8,72000,82000,250,250,11,11,Vertikální,0.68
409,15.7964,15.8144,50.2206,50.2217,16,52,43.8,43.8,81500,71500,250,250,17,17,Vertikální,1.29
410,15.8233,15.8244,50.2103,50.1953,26,42,43.8,43.8,81750,71750,250,250,17,17,Vertikální,1.67
411,15.8144,15.8144,50.2217,50.2392,34,41,51,43.8,71250,81250,250,250,10,10,Vertikální,1.94
412,14.4867,14.4828,50.1078,50.105,31,31,43.8,43.8,71500,81500,250,250,10,10,Vertikální,0.42
413,14.4072,14.3933,50.1292,50.1072,30,26,43.8,51,72250,82250,250,250,17,17,Vertikální,2.63
414,14.3558,14.3497,50.0978,50.0892,45,37,43.8,43.8,82250,72250,250,250,12,12,Vertikální,1.05
415,14.3386,14.3522,50.0572,50.0503,17,71,43.8,43.8,81750,71750,250,250,17,17,Vertikální,1.24
416,15.0428,15.0347,50.7825,50.7856,35,12,42,42,74375,74375,500,500,5,5,Vertikální,0.66
417,15.0386,15.0433,50.7506,50.7544,25,26,42,42,74375,74375,500,500,5,5,Vertikální,0.55
418,15.0594,15.0747,50.7861,50.7897,35,12,42,42,74375,74375,500,500,5,5,Vertikální,1.15
419,17.6911,17.6928,49.2894,49.2842,8,8,43,43,74000,74000,500,500,5,5,Vertikální,0.6
420,14.7028,14.7078,49.8497,49.8483,14,12,43,43,75375,75375,500,500,5,5,Vertikální,0.39
421,14.4342,14.4397,50.1075,50.1247,21,29,43.8,43.8,83000,73000,250,250,17,17,Vertikální,1.95
422,14.4397,14.4531,50.1247,50.1083,29,36,43.8,43.8,73250,83250,250,250,17,17,Vertikální,2.05
423,14.3522,14.3422,50.0503,50.0383,71,32,43.8,43.8,73000,83000,250,250,17,17,Vertikální,1.51
424,15.8314,15.8372,50.2169,50.2108,32,19,43.8,43.8,71250,81250,250,250,15,15,Vertikální,0.8
425,15.745,15.7281,50.23,50.2108,54,27,51,51,71250,81250,250,250,10,10,Vertikální,2.45
426,14.4361,14.4453,50.1,50.0994,24,9,43.8,43.8,81500,71500,250,250,10,10,Vertikální,0.66
427,14.4397,14.4417,50.1247,50.0992,29,27,51,51,71750,81750,250,250,15,15,Vertikální,2.84
428,14.3156,14.3383,50.0906,50.0953,27,37,43.8,43.8,81250,71250,250,250,10,10,Vertikální,1.71
429,15.8314,15.8308,50.2169,50.2092,32,58,43.8,43.8,71500,81500,250,250,15,15,Vertikální,0.87
430,14.0764,14.065,49.9578,49.9625,40,42,51,51,82625,72625,1000,1000,6,6,Vertikální,0.97
431,14.4189,14.4036,50.0919,50.0892,38,17,43.8,43.8,71250,81250,250,250,15,15,Vertikální,1.13
432,14.5711,14.5817,50.1067,50.1119,36,13,43.8,43.8,71250,81250,250,250,14,14,Vertikální,0.95
433,14.4003,14.375,50.0981,50.0989,29,48,43.8,43.8,81750,71750,250,250,17,17,Vertikální,1.81
434,14.3811,14.375,50.0953,50.0989,17,47,43.8,43.8,82250,72250,250,250,7,7,Vertikální,0.59
435,15.8244,15.8289,50.1953,50.2078,42,20,43.8,43.8,72750,82750,250,250,17,17,Vertikální,1.42
436,14.6433,14.6219,50.1258,50.1108,42,33,43.8,51,71250,81250,250,250,15,15,Vertikální,2.26
437,18.7175,18.7253,49.6361,49.6381,15,45,42,42,84375,74375,500,500,4,4,Vertikální,0.6
438,18.5256,18.5175,49.7933,49.7842,20,40,42,42,82875,72875,500,500,4,4,Vertikální,1.17
439,12.8636,12.8525,50.2364,50.2369,20,22,43,43,73375,73375,500,500,-13,-13,Vertikální,0.79
440,14.3178,14.29,50.2467,50.2472,171,269,50,50,85000,75000,1250,1250,22,22,Horizontální,1.98
441,17.0231,17.0375,48.9058,48.9056,15,10,43,43,71375,71375,500,500,5,5,Vertikální,1.06
442,14.0086,14.0069,49.6856,49.6908,40,40,42,42,74375,74375,500,500,5,5,Vertikální,0.6
443,14.5078,14.505,50.03,50.0325,23,40,43.8,43.8,81250,71250,250,250,3,3,Vertikální,0.34
444,15.2164,15.2167,49.4353,49.4261,47,19,43,43,74875,74875,500,500,5,5,Vertikální,1.02
445,14.9706,14.9792,50.5183,50.5233,25,26,50.5,50.5,84500,74500,750,750,-5,-5,Vertikální,0.82
446,14.445,14.4344,50.0194,50.0183,35,35,42,42,74875,74875,500,500,5,5,Vertikální,0.76
447,14.4339,14.4106,50.0561,50.0614,56,18,43.8,43.8,71250,81250,250,250,17,17,Vertikální,1.77
448,14.4842,14.4956,50.1253,50.1242,44,35,43.8,43.8,72000,82000,250,250,12,12,Vertikální,0.82
449,14.5097,14.5144,50.1389,50.13,42,12,43.8,43.8,71250,81250,250,250,14,14,Vertikální,1.04
450,14.4519,14.4522,50.0925,50.0953,32,31,43.8,43.8,71750,81750,250,250,5,5,Vertikální,0.31
451,14.4981,14.4667,50.0581,50.0494,30,20,52,52,72000,82000,1750,1750,30,30,Horizontální,2.44
452,14.4314,14.3822,50.0694,50.0714,15,35,52,52,74500,84500,1750,1750,30,30,Horizontální,3.52
453,14.43,14.4397,50.1067,50.1247,17,34,43.8,51,82750,72750,250,250,17,17,Vertikální,2.12
454,14.4614,14.4694,50.0669,50.0781,60,22,43.8,43.8,71250,81250,250,250,17,17,Vertikální,1.36
455,14.4189,14.4308,50.0919,50.0828,37,28,43.8,43.8,71500,81500,250,250,17,17,Vertikální,1.33
456,14.4192,14.4247,50.0767,50.0839,31,36,43.8,43.8,72500,82500,250,250,13,13,Vertikální,0.9
457,15.9108,15.9367,49.9014,49.9028,8,42,50,50,84500,74500,1250,1250,15,15,Vertikální,1.86
458,17.3722,17.3639,49.9144,49.9122,15,32,42,42,74375,74375,500,500,16,16,Vertikální,0.65
459,18.7733,18.7656,49.5778,49.5753,30,30,42,42,72375,72375,500,500,4,4,Vertikální,0.63
460,14.2217,14.2717,50.7706,50.7806,43,46,51,51,71250,81250,250,250,12,12,Vertikální,3.69
461,14.2964,14.2631,50.0497,50.0539,16,38,43.8,51,82000,72000,250,250,15,15,Vertikální,2.42
462,15.8222,15.8231,50.6567,50.6542,15,17,43,43,74375,74375,500,500,5,5,Vertikální,0.28
463,14.8022,14.8017,50.1681,50.1686,30,35,42,42,75485,75485,500,500,5,5,Horizontální,0.07
464,15.7206,15.7189,49.4872,49.4869,12,16,46,46,72000,82000,1000,1000,2,2,Vertikální,0.12
465,18.5483,18.5506,49.8564,49.8522,60,20,42,42,75375,75375,500,500,5,5,Vertikální,0.49
466,18.5483,18.5494,49.8569,49.8561,60,45,42,42,75375,75375,500,500,-5,-5,Horizontální,0.12
467,18.5483,18.5517,49.8569,49.8561,60,30,42,42,74875,74875,500,500,5,5,Horizontální,0.26
468,18.5517,18.5522,49.8558,49.8553,60,18,42,42,75375,75375,500,500,-10,-10,Horizontální,0.07
469,18.5486,18.5583,49.8569,49.8542,60,30,42,42,74375,74375,500,500,5,5,Vertikální,0.76
470,18.55,18.5472,49.8789,49.8831,23,8,42,42,74875,74875,500,500,5,5,Vertikální,0.5
471,18.55,18.5489,49.8789,49.885,23,9,42,42,74375,74375,500,500,5,5,Vertikální,0.68
472,18.5639,18.5717,49.8503,49.8411,45,8,42,42,72375,72375,500,500,5,5,Vertikální,1.16
473,18.5639,18.5694,49.8503,49.8417,45,8,42,42,71375,71375,500,500,5,5,Vertikální,1.04
474,14.4381,14.4339,50.0689,50.0561,26,56,51,43.8,82250,72250,250,250,13,13,Vertikální,1.45
475,14.4339,14.4411,50.0561,50.0714,57,22,43.8,51,71500,81500,250,250,15,15,Vertikální,1.77
476,14.4339,14.4442,50.0561,50.0736,58,25,43.8,51,71750,81750,250,250,16,16,Vertikální,2.08
477,14.4339,14.4333,50.0561,50.0697,57,25,43.8,51,73000,83000,250,250,13,13,Vertikální,1.51
478,14.4558,14.4614,50.0739,50.0669,24,59,43.8,43.8,81750,71750,250,250,15,15,Vertikální,0.87
479,14.3933,14.3847,50.0744,50.0706,23,25,43.8,43.8,71250,81250,250,250,12,12,Vertikální,0.75
480,18.5639,18.5631,49.8503,49.8536,45,16,42,42,74375,74375,500,500,5,5,Horizontální,0.38
481,16.6569,16.6692,49.0128,49.0089,36,5,42,42,73375,73375,500,500,5,5,Horizontální,0.99
482,17.3164,17.3086,48.9006,48.8939,25,8,43,43,71875,71875,500,500,5,5,Vertikální,0.93
483,14.4264,14.4425,50.0808,50.0844,32,50,43.8,43.8,81250,71250,250,250,17,17,Vertikální,1.22
484,14.5097,14.5125,50.0664,50.0917,45,26,51,51,71750,81750,250,250,12,12,Vertikální,2.82
485,14.5097,14.4647,50.0664,50.0711,44,25,51,51,72500,82500,250,250,17,17,Vertikální,3.25
486,14.4744,14.4661,50.0919,50.0889,37,30,43.8,43.8,71500,81500,250,250,12,12,Vertikální,0.68
